model_name,d_in,d_out,prec,model_file,model_string,rf,strategy,TargetClockPeriod_hls,EstimatedClockPeriod_hls,BestLatency_hls,WorstLatency_hls,IntervalMin_hls,IntervalMax_hls,BRAM_18K_hls,DSP_hls,FF_hls,LUT_hls,URAM_hls,rf_times_precision,hls_synth_success
/output/3layer_run_vsynth_2023-2/raw_reports/dense_104_48_104_48_4b,104,48,4,087c16f2-9ffe-456b-8e44-0e095ea20efd.tar.gz,104-48-104-48,1024,resource,5.00,4.002,2917,2920,2917,2920,4.5,0,21955,27807,0,4096,TRUE
/output/3layer_run_vsynth_2023-2/raw_reports/dense_104_48_104_48_4b,104,48,4,bcadce80-8fee-49b5-a475-e449007360f2.tar.gz,104-48-104-48,2047,resource,5.00,3.782,5829,5832,5829,5832,2,0,22017,25456,0,8188,TRUE
/output/3layer_run_vsynth_2023-2/raw_reports/dense_104_48_104_48_4b,104,48,4,4111ebda-3282-433f-80fa-26f56a5a41eb.tar.gz,104-48-104-48,3070,resource,5.00,3.782,7493,7496,7493,7496,3,0,21985,26237,0,12280,TRUE
/output/3layer_run_vsynth_2023-2/raw_reports/dense_104_48_104_48_4b,104,48,4,aca72362-8513-41fa-bef3-5e2e7fca4df4.tar.gz,104-48-104-48,4093,resource,5.00,4.011,14981,14984,14981,14984,6,0,21942,28359,0,16372,TRUE
/output/3layer_run_vsynth_2023-2/raw_reports/dense_104_48_104_56_4b,104,56,4,1145984c-7ecb-4d46-91f8-3943c720ffb0.tar.gz,104-48-104-56,1024,resource,5.00,4.002,2917,2920,2917,2920,5,0,22269,28658,0,4096,TRUE
/output/3layer_run_vsynth_2023-2/raw_reports/dense_104_48_104_56_4b,104,56,4,878d13ee-a58e-4db9-b00a-6e1fe5a42b39.tar.gz,104-48-104-56,2047,resource,5.00,3.782,5621,5624,5621,5624,2,0,22331,26339,0,8188,TRUE
/output/3layer_run_vsynth_2023-2/raw_reports/dense_104_48_104_56_4b,104,56,4,5da13766-c7d3-41f8-8373-2144433219b3.tar.gz,104-48-104-56,3070,resource,5.00,3.829,7909,7912,7909,7912,3,0,22283,26767,0,12280,TRUE
/output/3layer_run_vsynth_2023-2/raw_reports/dense_104_48_104_56_4b,104,56,4,0abe11a7-d349-46d5-b425-c1b750e30809.tar.gz,104-48-104-56,4093,resource,5.00,4.011,12901,12904,12901,12904,5.5,0,22271,29105,0,16372,TRUE
/output/3layer_run_vsynth_2023-2/raw_reports/dense_104_48_104_64_4b,104,64,4,523dcb3e-4b2c-43e9-94d3-95d007faa4a8.tar.gz,104-48-104-64,1024,resource,5.00,4.002,2917,2920,2917,2920,5,0,22583,29418,0,4096,TRUE
/output/3layer_run_vsynth_2023-2/raw_reports/dense_104_48_104_64_4b,104,64,4,9ce729ad-fc9f-483b-949b-2c9bbf12f1c0.tar.gz,104-48-104-64,2047,resource,5.00,3.782,5829,5832,5829,5832,2,0,22645,26764,0,8188,TRUE
/output/3layer_run_vsynth_2023-2/raw_reports/dense_104_48_104_64_4b,104,64,4,8e732cbc-3ea7-4476-878e-eaf3bc8efa5c.tar.gz,104-48-104-64,3070,resource,5.00,3.782,8325,8328,8325,8328,3,0,22593,27100,0,12280,TRUE
/output/3layer_run_vsynth_2023-2/raw_reports/dense_104_48_104_64_4b,104,64,4,e1458bba-12bd-44bb-9d4f-beb6a6ba4235.tar.gz,104-48-104-64,4093,resource,5.00,4.011,13317,13320,13317,13320,5.5,0,22581,29422,0,16372,TRUE
/output/3layer_run_vsynth_2023-2/raw_reports/dense_104_48_104_72_4b,104,72,4,8b1b2e15-2578-452c-8b45-f2b5ae4b63af.tar.gz,104-48-104-72,1024,resource,5.00,4.124,3021,3024,3021,3024,5,0,22895,28881,0,4096,TRUE
/output/3layer_run_vsynth_2023-2/raw_reports/dense_104_48_104_72_4b,104,72,4,87d56b78-4141-4854-a905-e61c22faf13b.tar.gz,104-48-104-72,2047,resource,5.00,3.782,6037,6040,6037,6040,2,0,22960,27762,0,8188,TRUE
/output/3layer_run_vsynth_2023-2/raw_reports/dense_104_48_104_72_4b,104,72,4,6dee8453-2f9d-4a85-8d2b-d50af57e02a5.tar.gz,104-48-104-72,3070,resource,5.00,3.782,7493,7496,7493,7496,3,0,22928,28569,0,12280,TRUE
/output/3layer_run_vsynth_2023-2/raw_reports/dense_104_48_104_72_4b,104,72,4,bcca141d-15e9-4c10-9cc4-4e419bf7f448.tar.gz,104-48-104-72,4093,resource,5.00,4.011,13733,13736,13733,13736,5.5,0,22905,30422,0,16372,TRUE
/output/3layer_run_vsynth_2023-2/raw_reports/dense_104_48_104_8_4b,104,8,4,83da4212-6780-4efe-bd7d-dd87bfe21255.tar.gz,104-48-104-8,1024,resource,5.00,4.002,2917,2920,2917,2920,3,0,20386,23505,0,4096,TRUE
/output/3layer_run_vsynth_2023-2/raw_reports/dense_104_48_104_8_4b,104,8,4,ba94e2e0-3525-48e1-8123-60dfdaac3b4a.tar.gz,104-48-104-8,2047,resource,5.00,3.782,4997,5000,4997,5000,2,0,20408,22004,0,8188,TRUE
/output/3layer_run_vsynth_2023-2/raw_reports/dense_104_48_104_8_4b,104,8,4,278815a3-a720-4fb8-94eb-7021a678482c.tar.gz,104-48-104-8,3070,resource,5.00,3.782,5829,5832,5829,5832,2.5,0,20392,22717,0,12280,TRUE
/output/3layer_run_vsynth_2023-2/raw_reports/dense_104_48_104_8_4b,104,8,4,09b8f7d9-3557-4ae4-bd23-ae1992e1ec10.tar.gz,104-48-104-8,4093,resource,5.00,4.011,10821,10824,10821,10824,5,0,20362,24794,0,16372,TRUE
/output/3layer_run_vsynth_2023-2/raw_reports/dense_104_48_104_80_4b,104,80,4,fad8ae70-23e1-4d35-a9c0-953c820eebfa.tar.gz,104-48-104-80,1024,resource,5.00,4.002,3125,3128,3125,3128,3,0,23338,31353,0,4096,TRUE
/output/3layer_run_vsynth_2023-2/raw_reports/dense_104_48_104_80_4b,104,80,4,3cba7277-53ab-4a68-900e-c78d60c4af86.tar.gz,104-48-104-80,2047,resource,5.00,3.782,6245,6248,6245,6248,2.5,0,23276,28995,0,8188,TRUE
/output/3layer_run_vsynth_2023-2/raw_reports/dense_104_48_104_80_4b,104,80,4,0ae5c19c-667e-4682-9e42-c75235b4236e.tar.gz,104-48-104-80,3070,resource,5.00,3.782,7077,7080,7077,7080,3,0,23259,29721,0,12280,TRUE
/output/3layer_run_vsynth_2023-2/raw_reports/dense_104_48_104_80_4b,104,80,4,eaea0f08-45ae-4b37-874d-233990691891.tar.gz,104-48-104-80,4093,resource,5.00,4.011,14149,14152,14149,14152,6,0,23221,31356,0,16372,TRUE
/output/3layer_run_vsynth_2023-2/raw_reports/dense_104_48_104_88_4b,104,88,4,2053575c-6b0f-4c94-afeb-86829587fd55.tar.gz,104-48-104-88,1024,resource,5.00,4.002,3229,3232,3229,3232,3,0,23650,32021,0,4096,TRUE
/output/3layer_run_vsynth_2023-2/raw_reports/dense_104_48_104_88_4b,104,88,4,4936dd91-805b-4c74-8fbe-8b89afe55a00.tar.gz,104-48-104-88,2047,resource,5.00,3.782,6453,6456,6453,6456,2.5,0,23605,29422,0,8188,TRUE
/output/3layer_run_vsynth_2023-2/raw_reports/dense_104_48_104_88_4b,104,88,4,fc0c376b-9824-4463-9ab6-9a0e07dcb918.tar.gz,104-48-104-88,3070,resource,5.00,3.782,7285,7288,7285,7288,3,0,23589,30137,0,12280,TRUE
/output/3layer_run_vsynth_2023-2/raw_reports/dense_104_48_104_88_4b,104,88,4,1d92086c-a16b-4c31-9c05-05d52fbdd048.tar.gz,104-48-104-88,4093,resource,5.00,4.011,14565,14568,14565,14568,6,0,23535,32109,0,16372,TRUE
/output/3layer_run_vsynth_2023-2/raw_reports/dense_104_48_104_96_4b,104,96,4,3cf1eccf-74a0-4a43-873e-c188a81d5ff9.tar.gz,104-48-104-96,1024,resource,5.00,4.002,2917,2920,2917,2920,9,0,23838,31936,0,4096,TRUE
/output/3layer_run_vsynth_2023-2/raw_reports/dense_104_48_104_96_4b,104,96,4,adb86e4f-b3a3-4377-baa3-e0e9cb571bf9.tar.gz,104-48-104-96,2047,resource,5.00,3.782,5829,5832,5829,5832,2,0,23946,30081,0,8188,TRUE
/output/3layer_run_vsynth_2023-2/raw_reports/dense_104_48_104_96_4b,104,96,4,bac513d9-26d8-48b5-8fea-d57a103a873b.tar.gz,104-48-104-96,3070,resource,5.00,3.782,8325,8328,8325,8328,3,0,23886,30181,0,12280,TRUE
/output/3layer_run_vsynth_2023-2/raw_reports/dense_104_48_104_96_4b,104,96,4,8abba7a2-7e60-44d0-a6d0-10887b065680.tar.gz,104-48-104-96,4093,resource,5.00,4.011,13317,13320,13317,13320,5.5,0,23858,32357,0,16372,TRUE
/output/3layer_run_vsynth_2023-2/raw_reports/dense_104_48_112_104_4b,104,104,4,5f0fa6df-2a97-448c-bdbe-ecb2767ff717.tar.gz,104-48-112-104,1024,resource,5.00,4.002,2501,2504,2501,2504,10,0,25090,33663,0,4096,TRUE
/output/3layer_run_vsynth_2023-2/raw_reports/dense_104_48_112_104_4b,104,104,4,89e729a1-d7ba-4cd3-9f0b-31b6da369a81.tar.gz,104-48-112-104,2047,resource,5.00,3.783,5813,5816,5813,5816,2,0,25157,32168,0,8188,TRUE
/output/3layer_run_vsynth_2023-2/raw_reports/dense_104_48_112_104_4b,104,104,4,3fc34813-d19b-457a-b039-1e6f153ffc94.tar.gz,104-48-112-104,3070,resource,5.00,3.797,8101,8104,8101,8104,3,0,25080,32094,0,12280,TRUE
/output/3layer_run_vsynth_2023-2/raw_reports/dense_104_48_112_104_4b,104,104,4,a7b71e81-b5c5-4dcf-a3b5-a548333653bf.tar.gz,104-48-112-104,4093,resource,5.00,4.020,13285,13288,13285,13288,4.5,0,25031,30871,0,16372,TRUE
/output/3layer_run_vsynth_2023-2/raw_reports/dense_104_48_112_112_4b,104,112,4,819350bb-28ed-42de-ad6d-a4690dad099e.tar.gz,104-48-112-112,1024,resource,5.00,4.002,2501,2504,2501,2504,10,0,25375,35995,0,4096,TRUE
/output/3layer_run_vsynth_2023-2/raw_reports/dense_104_48_112_112_4b,104,112,4,92aa23e8-e902-4c6b-aa86-ab83f688cf39.tar.gz,104-48-112-112,2047,resource,5.00,3.783,6149,6152,6149,6152,2,0,25463,32083,0,8188,TRUE
/output/3layer_run_vsynth_2023-2/raw_reports/dense_104_48_112_112_4b,104,112,4,b8268b06-8707-4f23-a532-96bd31965b4b.tar.gz,104-48-112-112,3070,resource,5.00,3.829,8325,8328,8325,8328,3,0,25396,32687,0,12280,TRUE
/output/3layer_run_vsynth_2023-2/raw_reports/dense_104_48_112_112_4b,104,112,4,0a9e8454-639a-4198-95f1-19dba975a967.tar.gz,104-48-112-112,4093,resource,5.00,4.020,13509,13512,13509,13512,4.5,0,25347,31507,0,16372,TRUE
/output/3layer_run_vsynth_2023-2/raw_reports/dense_104_48_112_120_4b,104,120,4,b15388ec-001e-401b-9a90-5ad34f7b29aa.tar.gz,104-48-112-120,1024,resource,5.00,4.002,2725,2728,2725,2728,3,0,25888,35732,0,4096,TRUE
/output/3layer_run_vsynth_2023-2/raw_reports/dense_104_48_112_120_4b,104,120,4,8ef6ea77-7f51-47f4-91f4-823c42b1536a.tar.gz,104-48-112-120,2047,resource,5.00,3.783,6597,6600,6597,6600,2.5,0,25752,33554,0,8188,TRUE
/output/3layer_run_vsynth_2023-2/raw_reports/dense_104_48_112_120_4b,104,120,4,696d818e-94d6-4f8d-874d-80f6dd18a58e.tar.gz,104-48-112-120,3070,resource,5.00,3.783,8549,8552,8549,8552,5,0,25702,32565,0,12280,TRUE
/output/3layer_run_vsynth_2023-2/raw_reports/dense_104_48_112_120_4b,104,120,4,65fb3a98-b680-48ff-ba58-cc87f3abb2db.tar.gz,104-48-112-120,4093,resource,5.00,4.020,14853,14856,14853,14856,5,0,25641,32571,0,16372,TRUE
/output/3layer_run_vsynth_2023-2/raw_reports/dense_104_48_112_128_4b,104,128,4,02eba6b9-b59e-48ef-b28d-09e864470ec6.tar.gz,104-48-112-128,1024,resource,5.00,4.002,2501,2504,2501,2504,11,0,25989,35805,0,4096,TRUE
/output/3layer_run_vsynth_2023-2/raw_reports/dense_104_48_112_128_4b,104,128,4,c65a4360-9f4b-48cc-ba38-7b87b8a423ed.tar.gz,104-48-112-128,2047,resource,5.00,3.783,6149,6152,6149,6152,2,0,26061,33560,0,8188,TRUE
/output/3layer_run_vsynth_2023-2/raw_reports/dense_104_48_112_128_4b,104,128,4,120f241b-4c5b-4e88-8966-d62f375910d0.tar.gz,104-48-112-128,3070,resource,5.00,3.783,8773,8776,8773,8776,5,0,25975,33841,0,12280,TRUE
/output/3layer_run_vsynth_2023-2/raw_reports/dense_104_48_112_128_4b,104,128,4,0dcd094a-c23d-467c-9ebb-281795a0a60a.tar.gz,104-48-112-128,4093,resource,5.00,4.020,13957,13960,13957,13960,5.5,0,25960,32086,0,16372,TRUE
/output/3layer_run_vsynth_2023-2/raw_reports/dense_104_48_112_16_4b,104,16,4,cc1c88d0-1ab6-422b-8d1e-96b231d01337.tar.gz,104-48-112-16,1024,resource,5.00,4.002,2501,2504,2501,2504,3.5,0,21624,25583,0,4096,TRUE
/output/3layer_run_vsynth_2023-2/raw_reports/dense_104_48_112_16_4b,104,16,4,ee14594d-4f17-47d7-b277-b6726fddced7.tar.gz,104-48-112-16,2047,resource,5.00,3.783,6149,6152,6149,6152,2,0,21580,23043,0,8188,TRUE
/output/3layer_run_vsynth_2023-2/raw_reports/dense_104_48_112_16_4b,104,16,4,a31dcab8-486e-4f26-9b35-af240e9a04cd.tar.gz,104-48-112-16,3070,resource,5.00,3.783,6981,6984,6981,6984,2.5,0,21564,23758,0,12280,TRUE
/output/3layer_run_vsynth_2023-2/raw_reports/dense_104_48_112_16_4b,104,16,4,2bd05611-32da-4ef5-94d0-84d538bf0b35.tar.gz,104-48-112-16,4093,resource,5.00,4.020,12165,12168,12165,12168,4,0,21521,22605,0,16372,TRUE
/output/3layer_run_vsynth_2023-2/raw_reports/dense_104_48_112_24_4b,104,24,4,285c0a75-2594-4a04-a7ed-aef146aa9e3a.tar.gz,104-48-112-24,1024,resource,5.00,4.002,2501,2504,2501,2504,4,0,21938,26240,0,4096,TRUE
/output/3layer_run_vsynth_2023-2/raw_reports/dense_104_48_112_24_4b,104,24,4,8c257ed6-54eb-4660-b324-a0fca3327f18.tar.gz,104-48-112-24,2047,resource,5.00,3.783,7045,7048,7045,7048,2.5,0,21905,24369,0,8188,TRUE
/output/3layer_run_vsynth_2023-2/raw_reports/dense_104_48_112_24_4b,104,24,4,e8b9a08d-23cf-42cb-a99c-3212bdb606be.tar.gz,104-48-112-24,3070,resource,5.00,3.783,7877,7880,7877,7880,3,0,21889,25080,0,12280,TRUE
/output/3layer_run_vsynth_2023-2/raw_reports/dense_104_48_112_24_4b,104,24,4,36df4117-295b-475c-ae69-219061268c88.tar.gz,104-48-112-24,4093,resource,5.00,4.020,13061,13064,13061,13064,4.5,0,21840,23864,0,16372,TRUE
/output/3layer_run_vsynth_2023-2/raw_reports/dense_104_48_112_32_4b,104,32,4,1a11bc56-ef62-41e6-9994-4762735c7884.tar.gz,104-48-112-32,1024,resource,5.00,4.002,2501,2504,2501,2504,4,0,22252,27103,0,4096,TRUE
/output/3layer_run_vsynth_2023-2/raw_reports/dense_104_48_112_32_4b,104,32,4,c193196e-5618-4300-8e23-edcee9e64400.tar.gz,104-48-112-32,2047,resource,5.00,3.783,6149,6152,6149,6152,2,0,22232,24503,0,8188,TRUE
/output/3layer_run_vsynth_2023-2/raw_reports/dense_104_48_112_32_4b,104,32,4,19401077-cfa7-47e1-a269-bc61de2c16ec.tar.gz,104-48-112-32,3070,resource,5.00,3.783,8773,8776,8773,8776,3,0,22191,25067,0,12280,TRUE
/output/3layer_run_vsynth_2023-2/raw_reports/dense_104_48_112_32_4b,104,32,4,5a48a452-e6fb-4f35-8e47-2da33a74b554.tar.gz,104-48-112-32,4093,resource,5.00,4.020,13957,13960,13957,13960,4.5,0,22142,23894,0,16372,TRUE
/output/3layer_run_vsynth_2023-2/raw_reports/dense_104_48_112_40_4b,104,40,4,99928112-5308-49cb-a23a-161c006f133c.tar.gz,104-48-112-40,1024,resource,5.00,4.002,2725,2728,2725,2728,3,0,22611,27246,0,4096,TRUE
/output/3layer_run_vsynth_2023-2/raw_reports/dense_104_48_112_40_4b,104,40,4,afb30555-abc0-4d01-ac56-f26d58dc46d9.tar.gz,104-48-112-40,2047,resource,5.00,3.783,6597,6600,6597,6600,2.5,0,22558,26049,0,8188,TRUE
/output/3layer_run_vsynth_2023-2/raw_reports/dense_104_48_112_40_4b,104,40,4,e3585f66-9217-4ac5-a06b-50407cdf341f.tar.gz,104-48-112-40,3070,resource,5.00,3.783,7429,7432,7429,7432,3,0,22542,26760,0,12280,TRUE
/output/3layer_run_vsynth_2023-2/raw_reports/dense_104_48_112_40_4b,104,40,4,c49a0dc2-f49d-4100-9bc0-d16d157ff41d.tar.gz,104-48-112-40,4093,resource,5.00,4.020,14853,14856,14853,14856,5,0,22484,25276,0,16372,TRUE
/output/3layer_run_vsynth_2023-2/raw_reports/dense_104_48_112_48_4b,104,48,4,17abbc61-0a57-41ce-9eea-155e7fb9f547.tar.gz,104-48-112-48,1024,resource,5.00,4.002,2501,2504,2501,2504,4.5,0,22880,28789,0,4096,TRUE
/output/3layer_run_vsynth_2023-2/raw_reports/dense_104_48_112_48_4b,104,48,4,c191bdd6-26a2-415b-85df-6e6bdb7a38b6.tar.gz,104-48-112-48,2047,resource,5.00,3.783,6149,6152,6149,6152,2,0,22870,26029,0,8188,TRUE
/output/3layer_run_vsynth_2023-2/raw_reports/dense_104_48_112_48_4b,104,48,4,4f05982d-722b-4bc2-8503-99900cd329e7.tar.gz,104-48-112-48,3070,resource,5.00,3.783,7877,7880,7877,7880,3,0,22855,27374,0,12280,TRUE
/output/3layer_run_vsynth_2023-2/raw_reports/dense_104_48_112_48_4b,104,48,4,649256f7-8202-4cb7-979f-633e74951e91.tar.gz,104-48-112-48,4093,resource,5.00,4.020,15749,15752,15749,15752,5,0,22792,25585,0,16372,TRUE
/output/3layer_run_vsynth_2023-2/raw_reports/dense_104_48_112_56_4b,104,56,4,2232e418-edd9-48e1-a75c-fe922a6a36dd.tar.gz,104-48-112-56,1024,resource,5.00,4.002,2501,2504,2501,2504,5,0,23194,29672,0,4096,TRUE
/output/3layer_run_vsynth_2023-2/raw_reports/dense_104_48_112_56_4b,104,56,4,9c9e3f1f-788a-42dc-b0ac-249c1a3bc371.tar.gz,104-48-112-56,2047,resource,5.00,3.783,5925,5928,5925,5928,2,0,23208,27005,0,8188,TRUE
/output/3layer_run_vsynth_2023-2/raw_reports/dense_104_48_112_56_4b,104,56,4,ee087f5a-9c14-473a-9550-4b8553e12bb3.tar.gz,104-48-112-56,3070,resource,5.00,3.829,8325,8328,8325,8328,3,0,23160,27447,0,12280,TRUE
