model_name,d_in,d_out,prec,model_file,model_string,rf,strategy,TargetClockPeriod_hls,EstimatedClockPeriod_hls,BestLatency_hls,WorstLatency_hls,IntervalMin_hls,IntervalMax_hls,BRAM_18K_hls,DSP_hls,FF_hls,LUT_hls,URAM_hls,rf_times_precision,hls_synth_success
/output/2layer_run_vsynth_2023-2/raw_reports/dense_80_24_120_8b,80,120,8,994f6517-b209-41bb-b91a-cc538b689845.tar.gz,80-24-120,3070,resource,5.00,4.052,4803,4805,4803,4805,1.5,2,9983,14741,0,24560,TRUE
/output/2layer_run_vsynth_2023-2/raw_reports/dense_40_88_112_10b,40,112,10,212cea25-7c0b-4751-a009-f86ad33080b0.tar.gz,40-88-112,2047,resource,5.00,3.829,4227,4229,4227,4229,1.5,6,15351,26059,0,20470,TRUE
/output/2layer_run_vsynth_2023-2/raw_reports/dense_104_64_128_6b,104,128,6,fdefa7c3-0b60-46c1-a905-7793c991bcd1.tar.gz,104-64-128,2047,resource,5.00,3.770,3715,3717,3715,3717,1,0,15550,23017,0,12282,TRUE
/output/2layer_run_vsynth_2023-2/raw_reports/dense_104_64_128_6b,104,128,6,3458843f-207f-4f0c-8915-d9574a636f4f.tar.gz,104-64-128,3070,resource,5.00,3.770,5379,5381,5379,5381,1.5,0,15514,22370,0,18420,TRUE
/output/2layer_run_vsynth_2023-2/raw_reports/dense_80_24_120_8b,80,120,8,ce2f0d52-3c2b-4311-9dfd-4f8a8a7091b9.tar.gz,80-24-120,4093,resource,5.00,4.052,4803,4805,4803,4805,1.5,2,9983,14741,0,32744,TRUE
/output/2layer_run_vsynth_2023-2/raw_reports/dense_40_88_112_10b,40,112,10,7fd8993e-aec5-46d5-8aca-f32299ecf8dd.tar.gz,40-88-112,3070,resource,5.00,3.955,5987,5989,5987,5989,2,5,15360,25427,0,30700,TRUE
/output/2layer_run_vsynth_2023-2/raw_reports/dense_104_64_128_6b,104,128,6,db7784cb-ddbf-4eb9-9eff-4a69ebe67b68.tar.gz,104-64-128,4093,resource,5.00,3.784,7427,7429,7427,7429,2,0,15439,22507,0,24558,TRUE
/output/2layer_run_vsynth_2023-2/raw_reports/dense_80_24_120_10b,80,120,10,fc11aade-d9d4-4b21-8f0c-3f74c508dd27.tar.gz,80-24-120,1024,resource,5.00,3.781,1923,1925,1923,1925,1,5,9984,16138,0,10240,TRUE
/output/2layer_run_vsynth_2023-2/raw_reports/dense_104_64_128_8b,104,128,8,71231db0-d1ec-49e4-86e7-6e080404b8d9.tar.gz,104-64-128,1024,resource,5.00,4.002,1859,1861,1859,1861,7,16,15357,23451,0,8192,TRUE
/output/2layer_run_vsynth_2023-2/raw_reports/dense_40_88_112_10b,40,112,10,458244df-2025-4c15-a9c8-ccd4963db858.tar.gz,40-88-112,4093,resource,5.00,3.955,8451,8453,8451,8453,2.5,3,15365,23868,0,40930,TRUE
/output/2layer_run_vsynth_2023-2/raw_reports/dense_80_24_120_10b,80,120,10,83bd4d91-07e7-4586-b550-711d7d368fb4.tar.gz,80-24-120,2047,resource,5.00,3.783,3363,3365,3363,3365,1,3,10000,15891,0,20470,TRUE
/output/2layer_run_vsynth_2023-2/raw_reports/dense_40_88_112_12b,40,112,12,8893a934-2ce4-4b92-bb3e-f6aac61e6fba.tar.gz,40-88-112,1024,resource,5.00,3.770,2115,2117,2115,2117,1,12,15344,28036,0,12288,TRUE
/output/2layer_run_vsynth_2023-2/raw_reports/dense_104_64_128_8b,104,128,8,79a4c1fa-ed71-499e-931c-f207ddb256bd.tar.gz,104-64-128,2047,resource,5.00,3.770,3715,3717,3715,3717,4,8,15394,22184,0,16376,TRUE
/output/2layer_run_vsynth_2023-2/raw_reports/dense_40_88_112_12b,40,112,12,b7ef7e3d-1605-4eb9-a4c5-a4b03a20dcf8.tar.gz,40-88-112,2047,resource,5.00,3.829,4227,4229,4227,4229,1.5,6,15349,26944,0,24564,TRUE
/output/2layer_run_vsynth_2023-2/raw_reports/dense_80_24_120_10b,80,120,10,27d829c8-3b75-4ae8-83ae-95d5c4a42b7a.tar.gz,80-24-120,3070,resource,5.00,4.052,4803,4805,4803,4805,1.5,2,9981,14938,0,30700,TRUE
/output/2layer_run_vsynth_2023-2/raw_reports/dense_40_88_112_12b,40,112,12,64137d3d-2b98-4bb1-9215-88e598aeb684.tar.gz,40-88-112,3070,resource,5.00,3.955,5987,5989,5987,5989,2,5,15358,26240,0,36840,TRUE
/output/2layer_run_vsynth_2023-2/raw_reports/dense_40_88_112_12b,40,112,12,84852d45-a214-4ca6-9b17-7537be4e0b8e.tar.gz,40-88-112,4093,resource,5.00,3.955,8451,8453,8451,8453,2.5,3,15365,24589,0,49116,TRUE
/output/2layer_run_vsynth_2023-2/raw_reports/dense_104_64_128_8b,104,128,8,61ccda14-05f4-48d2-8a03-37382331fb75.tar.gz,104-64-128,3070,resource,5.00,3.770,5379,5381,5379,5381,4.5,6,15393,21478,0,24560,TRUE
/output/2layer_run_vsynth_2023-2/raw_reports/dense_80_24_120_10b,80,120,10,78f9ee86-ceb4-47e1-83a8-8a10297821b2.tar.gz,80-24-120,4093,resource,5.00,4.052,4803,4805,4803,4805,1.5,2,9981,14938,0,40930,TRUE
/output/2layer_run_vsynth_2023-2/raw_reports/dense_40_88_112_14b,40,112,14,9ad0aae3-8458-4cad-9b73-ea1149ce75fd.tar.gz,40-88-112,1024,resource,5.00,3.770,2115,2117,2115,2117,1,12,15344,29136,0,14336,TRUE
/output/2layer_run_vsynth_2023-2/raw_reports/dense_80_24_120_12b,80,120,12,888bc406-31fb-415c-8767-32126b9e7a8c.tar.gz,80-24-120,1024,resource,5.00,3.781,1923,1925,1923,1925,1,5,9984,16640,0,12288,TRUE
/output/2layer_run_vsynth_2023-2/raw_reports/dense_40_88_112_14b,40,112,14,acfa2e04-04fa-4151-b9ad-1599ec150551.tar.gz,40-88-112,2047,resource,5.00,3.829,4227,4229,4227,4229,1.5,6,15349,29196,0,28658,TRUE
/output/2layer_run_vsynth_2023-2/raw_reports/dense_80_24_120_12b,80,120,12,9f501260-ebe6-4b37-8080-c8f9ebb1128f.tar.gz,80-24-120,2047,resource,5.00,3.783,3363,3365,3363,3365,1,3,10000,16229,0,24564,TRUE
/output/2layer_run_vsynth_2023-2/raw_reports/dense_40_88_112_14b,40,112,14,d7989380-28d8-440f-aa32-f142c1ec84ee.tar.gz,40-88-112,3070,resource,5.00,3.955,5987,5989,5987,5989,2,5,15358,28398,0,42980,TRUE
/output/2layer_run_vsynth_2023-2/raw_reports/dense_104_64_128_8b,104,128,8,cd54e4ed-f540-4ac2-8c6d-b79933db95ea.tar.gz,104-64-128,4093,resource,5.00,3.784,7427,7429,7427,7429,2,4,15367,22535,0,32744,TRUE
/output/2layer_run_vsynth_2023-2/raw_reports/dense_104_64_128_10b,104,128,10,83d74809-5880-49a2-9389-e7bf294e40b0.tar.gz,104-64-128,1024,resource,5.00,4.002,1859,1861,1859,1861,11,16,15403,24609,0,10240,TRUE
/output/2layer_run_vsynth_2023-2/raw_reports/dense_40_88_112_14b,40,112,14,843f273b-249c-42b9-99a8-96794dc1e77d.tar.gz,40-88-112,4093,resource,5.00,3.955,8451,8453,8451,8453,2.5,3,15365,25362,0,57302,TRUE
/output/2layer_run_vsynth_2023-2/raw_reports/dense_80_24_120_12b,80,120,12,3d649144-97a6-4ce2-a680-51be86f022df.tar.gz,80-24-120,3070,resource,5.00,4.052,4803,4805,4803,4805,1.5,2,9988,15658,0,36840,TRUE
/output/2layer_run_vsynth_2023-2/raw_reports/dense_40_88_112_16b,40,112,16,5d552ff4-f1fc-4c4b-8d61-64e2e53a60fc.tar.gz,40-88-112,1024,resource,5.00,3.770,2115,2117,2115,2117,1,12,15346,30270,0,16384,TRUE
/output/2layer_run_vsynth_2023-2/raw_reports/dense_40_88_112_16b,40,112,16,0fa4998f-bc8a-4a2c-9e21-1ca9a3e1ab21.tar.gz,40-88-112,2047,resource,5.00,3.829,4227,4229,4227,4229,1.5,6,15359,29024,0,32752,TRUE
/output/2layer_run_vsynth_2023-2/raw_reports/dense_80_24_120_12b,80,120,12,160f668c-a3a2-45e0-b9eb-84e7cd5e0d5c.tar.gz,80-24-120,4093,resource,5.00,4.052,4803,4805,4803,4805,1.5,2,9988,15658,0,49116,TRUE
/output/2layer_run_vsynth_2023-2/raw_reports/dense_80_24_120_14b,80,120,14,c8ea1750-120e-4f65-b2b6-17473f6a21de.tar.gz,80-24-120,1024,resource,5.00,3.781,1923,1925,1923,1925,1,5,9984,17006,0,14336,TRUE
/output/2layer_run_vsynth_2023-2/raw_reports/dense_40_88_112_16b,40,112,16,1d9d465f-3610-43bf-b07f-82b96a130263.tar.gz,40-88-112,3070,resource,5.00,3.955,5987,5989,5987,5989,2,5,15359,28246,0,49120,TRUE
/output/2layer_run_vsynth_2023-2/raw_reports/dense_80_24_120_14b,80,120,14,eb405c08-3a42-4cd8-8826-af204e4dafc6.tar.gz,80-24-120,2047,resource,5.00,3.783,3363,3365,3363,3365,1,3,10000,16522,0,28658,TRUE
/output/2layer_run_vsynth_2023-2/raw_reports/dense_104_64_128_10b,104,128,10,47b17b41-73bc-47ae-ba96-ab6360378f4e.tar.gz,104-64-128,2047,resource,5.00,3.770,3715,3717,3715,3717,1,8,15366,24068,0,20470,TRUE
/output/2layer_run_vsynth_2023-2/raw_reports/dense_40_88_112_16b,40,112,16,fe86263a-92e2-4f8b-a4f7-8000c5419f69.tar.gz,40-88-112,4093,resource,5.00,3.955,8451,8453,8451,8453,2.5,3,15365,26115,0,65488,TRUE
/output/2layer_run_vsynth_2023-2/raw_reports/dense_40_88_120_2b,40,120,2,1dbcd996-a46b-4e77-ba91-1a77e5d81ffd.tar.gz,40-88-120,1024,resource,5.00,4.184,1939,1941,1939,1941,7,0,15689,22594,0,2048,TRUE
/output/2layer_run_vsynth_2023-2/raw_reports/dense_80_24_120_14b,80,120,14,5d957d08-d7a9-4527-9fcc-2c833b96215b.tar.gz,80-24-120,3070,resource,5.00,4.052,4803,4805,4803,4805,1.5,2,9988,15871,0,42980,TRUE
/output/2layer_run_vsynth_2023-2/raw_reports/dense_40_88_120_2b,40,120,2,8f8ba58b-4e17-404b-9782-c765f798c215.tar.gz,40-88-120,2047,resource,5.00,4.188,3875,3877,3875,3877,5,0,15703,22468,0,4094,TRUE
/output/2layer_run_vsynth_2023-2/raw_reports/dense_56_56_96_12b,56,96,12,adcc1584-e47b-48f3-96e9-b018416cdd0f.tar.gz,56-56-96,4093,resource,5.00,4.011,8515,8517,8515,8517,3,2,11766,17865,0,49116,TRUE
/output/2layer_run_vsynth_2023-2/raw_reports/dense_56_56_96_14b,56,96,14,6f6ec0c1-4974-45b3-a872-81148763546e.tar.gz,56-56-96,1024,resource,5.00,3.770,1683,1685,1683,1685,1,10,11747,20121,0,14336,TRUE
/output/2layer_run_vsynth_2023-2/raw_reports/dense_128_104_24_12b,128,24,12,f29a05be-6e0a-46f3-bae0-3f419946506f.tar.gz,128-104-24,1024,resource,5.00,4.002,1859,1861,1859,1861,36,16,16431,18462,0,12288,TRUE
/output/2layer_run_vsynth_2023-2/raw_reports/dense_56_56_96_14b,56,96,14,bcae3491-7739-4a41-a388-44fffd55dadb.tar.gz,56-56-96,2047,resource,5.00,3.829,3363,3365,3363,3365,1,5,11740,19618,0,28658,TRUE
/output/2layer_run_vsynth_2023-2/raw_reports/dense_128_104_24_12b,128,24,12,19ff4454-e58a-4915-b3e5-a9fd8bfe95f8.tar.gz,128-104-24,2047,resource,5.00,3.770,4163,4165,4163,4165,1.5,9,16420,23604,0,24564,TRUE
/output/2layer_run_vsynth_2023-2/raw_reports/dense_56_56_96_14b,56,96,14,5c62f056-2964-49a2-9fcb-edbac521421e.tar.gz,56-56-96,3070,resource,5.00,3.783,5827,5829,5827,5829,2,3,11764,19339,0,42980,TRUE
/output/2layer_run_vsynth_2023-2/raw_reports/dense_128_104_24_12b,128,24,12,54e211e6-19c8-4c9a-9020-e02365288eef.tar.gz,128-104-24,3070,resource,5.00,3.797,5827,5829,5827,5829,2,5,16423,22661,0,36840,TRUE
/output/2layer_run_vsynth_2023-2/raw_reports/dense_56_56_96_14b,56,96,14,3cbf2a8c-a39c-4ff4-876d-ef3d99e3e177.tar.gz,56-56-96,4093,resource,5.00,4.011,8515,8517,8515,8517,3,2,11758,18437,0,57302,TRUE
/output/2layer_run_vsynth_2023-2/raw_reports/dense_56_56_96_16b,56,96,16,801a47b5-334d-42b2-b939-a247eedaf0b4.tar.gz,56-56-96,1024,resource,5.00,3.770,1683,1685,1683,1685,1,10,11747,20490,0,16384,TRUE
/output/2layer_run_vsynth_2023-2/raw_reports/dense_128_104_24_12b,128,24,12,0f95da98-e99b-4a76-bdac-07c9f93cae67.tar.gz,128-104-24,4093,resource,5.00,3.797,5827,5829,5827,5829,2,5,16423,22661,0,49116,TRUE
/output/2layer_run_vsynth_2023-2/raw_reports/dense_56_56_96_16b,56,96,16,ac58d2c0-c782-4204-8175-366a1095adc8.tar.gz,56-56-96,2047,resource,5.00,3.829,3363,3365,3363,3365,1,5,11738,19781,0,32752,TRUE
/output/2layer_run_vsynth_2023-2/raw_reports/dense_128_104_24_14b,128,24,14,89b9a95e-adf6-49bc-8863-8119fe832bce.tar.gz,128-104-24,1024,resource,5.00,4.002,1859,1861,1859,1861,43,16,16453,18769,0,14336,TRUE
/output/2layer_run_vsynth_2023-2/raw_reports/dense_56_56_96_16b,56,96,16,4354fc75-6606-4286-87fb-04def4547f7a.tar.gz,56-56-96,3070,resource,5.00,3.783,5827,5829,5827,5829,2,3,11764,19574,0,49120,TRUE
/output/2layer_run_vsynth_2023-2/raw_reports/dense_128_104_24_14b,128,24,14,daed841e-558e-4fba-a925-af10f0325cb6.tar.gz,128-104-24,2047,resource,5.00,3.770,4163,4165,4163,4165,1.5,9,16420,24861,0,28658,TRUE
/output/2layer_run_vsynth_2023-2/raw_reports/dense_56_56_96_16b,56,96,16,8cca9671-624a-495e-8e8d-fc0ddf6f8164.tar.gz,56-56-96,4093,resource,5.00,4.011,8515,8517,8515,8517,3,2,11758,18443,0,65488,TRUE
/output/2layer_run_vsynth_2023-2/raw_reports/dense_128_104_24_14b,128,24,14,f1e6d38c-96ef-4979-a910-90053ce95f00.tar.gz,128-104-24,3070,resource,5.00,3.797,5827,5829,5827,5829,2,5,16423,23732,0,42980,TRUE
/output/2layer_run_vsynth_2023-2/raw_reports/dense_56_56_104_2b,56,104,2,5e094e58-ccc8-41a2-aa35-239775b52a33.tar.gz,56-56-104,1024,resource,5.00,4.180,1515,1517,1515,1517,4,0,12092,17784,0,2048,TRUE
/output/2layer_run_vsynth_2023-2/raw_reports/dense_128_104_24_14b,128,24,14,8674bb32-1125-4044-a6b4-77d8f48bd399.tar.gz,128-104-24,4093,resource,5.00,3.797,5827,5829,5827,5829,2,5,16423,23732,0,57302,TRUE
/output/2layer_run_vsynth_2023-2/raw_reports/dense_56_56_104_2b,56,104,2,8631dfad-93e4-47cd-92bb-eeb4114328a9.tar.gz,56-56-104,2047,resource,5.00,4.184,3027,3029,3027,3029,2.5,0,12085,17043,0,4094,TRUE
/output/2layer_run_vsynth_2023-2/raw_reports/dense_128_104_24_16b,128,24,16,7161fcec-70e3-49bc-96e4-cb7a5b31967e.tar.gz,128-104-24,1024,resource,5.00,3.770,1859,1861,1859,1861,8,16,16451,22123,0,16384,TRUE
/output/2layer_run_vsynth_2023-2/raw_reports/dense_56_56_104_2b,56,104,2,f4950fa5-7ea5-462d-931e-bfc6db1fca25.tar.gz,56-56-104,3070,resource,5.00,4.188,6051,6053,6051,6053,2.5,0,12111,16968,0,6140,TRUE
/output/2layer_run_vsynth_2023-2/raw_reports/dense_128_104_24_16b,128,24,16,a0575486-da97-4d79-8806-6e80d13bed98.tar.gz,128-104-24,2047,resource,5.00,3.770,4163,4165,4163,4165,1.5,9,16420,26231,0,32752,TRUE
/output/2layer_run_vsynth_2023-2/raw_reports/dense_56_56_104_2b,56,104,2,4caa48bb-106a-4492-abea-adf284e2c4d0.tar.gz,56-56-104,4093,resource,5.00,4.188,6051,6053,6051,6053,2.5,0,12111,16968,0,8186,TRUE
/output/2layer_run_vsynth_2023-2/raw_reports/dense_56_56_104_4b,56,104,4,55b034c4-2541-4e84-a0a3-c558c71f9633.tar.gz,56-56-104,1024,resource,5.00,3.770,1515,1517,1515,1517,1,0,12272,19176,0,4096,TRUE
/output/2layer_run_vsynth_2023-2/raw_reports/dense_128_104_24_16b,128,24,16,f8230dea-4b78-4885-b7e2-02d1ea21965e.tar.gz,128-104-24,3070,resource,5.00,3.797,5827,5829,5827,5829,2,5,16422,24827,0,49120,TRUE
/output/2layer_run_vsynth_2023-2/raw_reports/dense_56_56_104_4b,56,104,4,0242f006-1b44-4bd4-a46d-79d580d16574.tar.gz,56-56-104,2047,resource,5.00,3.829,3027,3029,3027,3029,2,0,12158,18045,0,8188,TRUE
/output/2layer_run_vsynth_2023-2/raw_reports/dense_128_104_24_16b,128,24,16,78c71803-159e-4f26-851b-697045d1fd47.tar.gz,128-104-24,4093,resource,5.00,3.797,5827,5829,5827,5829,2,5,16422,24827,0,65488,TRUE
/output/2layer_run_vsynth_2023-2/raw_reports/dense_128_104_32_2b,128,32,2,3cd8c4a3-81e1-4518-8677-468ed744ca0d.tar.gz,128-104-32,1024,resource,5.00,3.217,1859,1861,1859,1861,9,0,16787,19357,0,2048,TRUE
/output/2layer_run_vsynth_2023-2/raw_reports/dense_56_56_104_4b,56,104,4,88759b15-f907-4793-873b-eb38c8ffffcf.tar.gz,56-56-104,3070,resource,5.00,3.783,6051,6053,6051,6053,2,0,12132,17742,0,12280,TRUE
/output/2layer_run_vsynth_2023-2/raw_reports/dense_128_104_32_2b,128,32,2,27dcc1a1-5b0a-4da6-9983-89bae9b1f423.tar.gz,128-104-32,2047,resource,5.00,4.180,3331,3333,3331,3333,5.5,0,16770,18400,0,4094,TRUE
/output/2layer_run_vsynth_2023-2/raw_reports/dense_56_56_104_4b,56,104,4,906241d3-33b1-4fad-b386-4d3b23df3d43.tar.gz,56-56-104,4093,resource,5.00,3.783,6051,6053,6051,6053,2,0,12132,17742,0,16372,TRUE
/output/2layer_run_vsynth_2023-2/raw_reports/dense_128_104_32_2b,128,32,2,85f857d1-7eb2-4f3c-ac36-5be8771b2c88.tar.gz,128-104-32,3070,resource,5.00,4.184,6659,6661,6659,6661,4,0,16776,17278,0,6140,TRUE
/output/2layer_run_vsynth_2023-2/raw_reports/dense_128_104_32_2b,128,32,2,f72aa74c-d032-491b-a1f2-d9ad90fdbd1f.tar.gz,128-104-32,4093,resource,5.00,4.184,6659,6661,6659,6661,4,0,16776,17278,0,8186,TRUE
/output/2layer_run_vsynth_2023-2/raw_reports/dense_56_56_104_6b,56,104,6,d3ce47fd-8677-447b-851a-ec18c8a57001.tar.gz,56-56-104,1024,resource,5.00,3.770,1515,1517,1515,1517,1,0,12264,19428,0,6144,TRUE
/output/2layer_run_vsynth_2023-2/raw_reports/dense_128_104_32_4b,128,32,4,095b4b4b-9ad1-4b4a-bd33-9229943cda1e.tar.gz,128-104-32,1024,resource,5.00,4.002,1859,1861,1859,1861,9,0,16794,18932,0,4096,TRUE
/output/2layer_run_vsynth_2023-2/raw_reports/dense_56_56_104_6b,56,104,6,af28d90e-bb5d-484d-96f6-5793fbed5ce5.tar.gz,56-56-104,2047,resource,5.00,3.829,3027,3029,3027,3029,2,0,12151,18412,0,12282,TRUE
/output/2layer_run_vsynth_2023-2/raw_reports/dense_128_104_32_4b,128,32,4,a88e8c95-9f28-432c-bcea-0747007261c8.tar.gz,128-104-32,2047,resource,5.00,3.770,3331,3333,3331,3333,1,0,16902,19566,0,8188,TRUE
/output/2layer_run_vsynth_2023-2/raw_reports/dense_128_104_32_4b,128,32,4,35dd411d-88a1-445e-b177-34fdfd4f0036.tar.gz,128-104-32,3070,resource,5.00,3.797,6659,6661,6659,6661,2,0,16809,18633,0,12280,TRUE
/output/2layer_run_vsynth_2023-2/raw_reports/dense_56_56_104_6b,56,104,6,b44c5b5e-dcd9-4ad1-9494-146061c52e82.tar.gz,56-56-104,3070,resource,5.00,3.783,6051,6053,6051,6053,2,0,12131,18081,0,18420,TRUE
/output/2layer_run_vsynth_2023-2/raw_reports/dense_128_104_32_4b,128,32,4,a1d688e1-e299-496b-93bb-5c2dbce28a41.tar.gz,128-104-32,4093,resource,5.00,3.797,6659,6661,6659,6661,2,0,16809,18633,0,16372,TRUE
/output/2layer_run_vsynth_2023-2/raw_reports/dense_128_104_32_6b,128,32,6,5433e560-e4f6-4abf-b7b9-561258b95e89.tar.gz,128-104-32,1024,resource,5.00,4.002,1859,1861,1859,1861,16,0,16793,19800,0,6144,TRUE
/output/2layer_run_vsynth_2023-2/raw_reports/dense_56_56_104_6b,56,104,6,cc3888f9-a4f2-4fd3-9abe-6f9029e17561.tar.gz,56-56-104,4093,resource,5.00,3.783,6051,6053,6051,6053,2,0,12131,18081,0,24558,TRUE
/output/2layer_run_vsynth_2023-2/raw_reports/dense_56_56_104_8b,56,104,8,a7c374b7-cf9d-4ace-a49f-b93f84eaf3b0.tar.gz,56-56-104,1024,resource,5.00,3.770,1515,1517,1515,1517,1,12,12062,20104,0,8192,TRUE
/output/2layer_run_vsynth_2023-2/raw_reports/dense_128_104_32_6b,128,32,6,c4f30143-e0db-4c2e-92a5-4207e44cb6c8.tar.gz,128-104-32,2047,resource,5.00,3.770,3331,3333,3331,3333,1,0,16912,21242,0,12282,TRUE
/output/2layer_run_vsynth_2023-2/raw_reports/dense_56_56_104_8b,56,104,8,020cc6e1-e0ee-44ef-b22d-af166f4f3b1c.tar.gz,56-56-104,2047,resource,5.00,3.829,3027,3029,3027,3029,1,6,12051,19168,0,16376,TRUE
/output/2layer_run_vsynth_2023-2/raw_reports/dense_128_104_32_6b,128,32,6,7a2b5f1c-a89f-474c-9b89-d9b7ff9d3eba.tar.gz,128-104-32,3070,resource,5.00,3.797,6659,6661,6659,6661,2,0,16818,19661,0,18420,TRUE
/output/2layer_run_vsynth_2023-2/raw_reports/dense_56_56_104_8b,56,104,8,745b87e0-36a4-4eb0-aead-550af7724759.tar.gz,56-56-104,3070,resource,5.00,3.783,6051,6053,6051,6053,2,3,12081,18276,0,24560,TRUE
/output/2layer_run_vsynth_2023-2/raw_reports/dense_128_104_32_6b,128,32,6,615671f4-1c4f-4764-8f38-7189f49eef96.tar.gz,128-104-32,4093,resource,5.00,3.797,6659,6661,6659,6661,2,0,16818,19661,0,24558,TRUE
